x,y,label
0.9428590292257062,-0.2716492235354595,0
-0.9106890532900028,1.2277340081684713,1
-1.23934332507469,-0.3329725730449371,0
-0.595131775749298,-1.1329610778281745,0
1.086043214501674,1.4377728107058672,0
0.5991975359571835,-1.1506039569088546,1
0.11474020166886623,1.1146619332232763,0
1.4677891025316514,1.6409690167278692,0
-0.8920569339380632,-0.9444186547549388,0
1.027491870381303,1.1088978676693513,0
1.4773838154176857,-0.23105353191531786,1
0.5494794382109616,1.309847108847705,0
-0.5460387037683794,0.9118313269931775,1
-1.0718650022339729,0.7341383881375292,1
1.3164991953549081,-1.4761682508443754,1
-0.15592779300257364,1.5971688950897258,1
-1.8087109938194135,1.2286347927280554,1
0.5710688436679487,0.02292046874966036,0
-1.121107142976183,-0.9253572669133794,0
1.0271230670592948,-0.5258866782890641,1
1.5737513723500096,1.8428935319229702,0
-0.9375985514897572,-1.4307909337309077,0
-1.3301254140692347,-2.047594312170778,0
1.210714788607931,0.6342686457332998,0
-1.639798234455999,0.9908292766475159,1
-0.6260396599744011,-1.2709362682830105,0
1.511462466535075,0.8837595889090473,0
-1.9553990087434412,0.14880827782386108,1
-0.008281063006167821,-0.7405709311508133,1
0.9264507198998669,0.27875120071210424,0
1.0718031696903099,-0.8963698487663277,1
2.1790192941251734,-0.8695597673697155,1
0.8058560198359149,0.745274865729836,0
1.4427565116526728,0.8649790341209876,0
1.6769897770128757,-0.7437488976684854,1
1.3323847304552245,-0.8548787365186292,1
-2.2194553648319437,-1.5163188528692255,0
0.8341974467213025,-1.0717513170180204,1
1.4671740410423066,-1.0345361283416328,1
-0.9866802544291322,1.5198724166623847,1
-0.30225142194479715,0.8529268583949209,1
0.6678500755451932,0.2769013574442405,0
0.8489847165158133,-1.3019826207588943,1
1.2912882150744356,-0.753913201351124,1
0.5105392067035921,0.8590948238181926,0
1.0609934108620598,0.7772885419222771,0
1.1546578694425031,-0.5570262289033341,1
0.48295825519619673,-1.079825920792711,1
1.9977251521553798,1.01111203592855,0
0.6303304952924557,-0.760576046475003,1
1.6137577111571917,-0.9506790215508916,1
0.8037337399995377,1.1095290373060682,0
0.6960415667132465,0.4173859396651729,0
1.0416230877969619,0.5815493040351781,0
-1.075787676183443,-1.453086713599856,0
-1.5945242912330633,0.118212389489883,1
-1.1761846394304913,0.8280585918007961,1
1.7905334924241292,-1.1959046083744571,1
1.5615931007677462,-1.2533425597535786,1
1.6556073039564796,-0.5058723732001866,1
0.7882526944142988,1.1426316055056043,0
-1.1904765833807542,-1.1393074196713253,0
-1.787383254408557,-1.5992134231638846,0
-0.5328725970445393,0.26095322264832377,1
1.4176771256482827,-0.15731152020647554,1
1.7127970733353894,1.7764427499223254,0
-0.5301248996003833,-1.3149926974250326,0
1.7231079564552214,-1.7992004483475874,1
-1.2193927275596386,1.2502146405186005,1
0.7866150547916051,1.13791250439866,0
-1.110799999868513,-1.0743443664072854,0
-1.7297991352858313,-0.6318871136036049,0
0.5839826434340761,0.8499563548387445,0
-1.2048009935288726,-1.423642793971661,0
-0.49603047026905145,-0.9989302425507496,0
1.3017941995473588,-0.7011070160607609,1
0.5253804728968239,-1.1105784978809514,1
-0.7022727117135569,1.429469314186298,1
1.564748518921698,-1.1241741227267454,1
1.1805665398465692,-0.5522625243126,1
0.8284727404567886,1.8407920518459546,0
0.3897199335084106,0.5739618735900256,0
-1.334654528733088,1.0269508367209677,1
-0.10775485320032763,1.087535830690399,0
1.52086741933558,0.6299631027112653,0
1.8605791350712129,-0.7911842965006666,1
1.281299201473443,-1.3346346654565235,1
0.693526746445669,0.9550865134359061,0
-0.7655321710786351,-1.4168875719580578,0
-1.1802919864198662,1.8894436183520007,1
1.2329450704513898,0.4581142824455908,0
1.2662733613704662,-0.7987512011688449,1
1.4850975596587113,-0.5825445226122764,1
-0.9082276622380153,-1.001848021600069,0
0.4282517421361347,1.268785277242344,1
-1.0813432167096806,1.8331941766149364,1
-0.42797512163509854,0.4106941302778374,1
1.3993293313964288,-0.40678441404465704,1
-1.3884786261593873,-1.483174382799855,0
1.234202075476033,-0.8406165463592653,1
1.2843300023500397,-1.2694726823272322,1
0.8186131278779514,0.8975157022134307,0
-0.9524505350096342,-0.2707719392622261,0
1.1720179770637058,-1.3314453108838809,1
1.2109246937952984,1.5974683294982617,0
-0.45789421191205215,-0.9366175598611555,0
0.06690219166871636,1.1306077555906386,0
0.36918418500451566,-0.6876531355380519,1
-1.0576426789247386,0.5215936348902239,1
0.8806159895459247,-0.5925373795816746,1
-1.011447396222141,-1.303352321301572,0
-0.9850012318795716,0.9188472348600283,1
-1.2439407935073037,1.6461626715990187,1
0.5019038337389305,1.3188650679453087,0
0.4050902989336421,-0.7422400135264438,1
-1.1282055908029283,-0.6930437701452763,0
-0.9089625036560481,-0.8509363926935359,0
-0.4999553717112265,1.0369719826426549,1
1.2235251060352204,0.9302163095885351,0
-0.8813472118137338,-1.7582100675650787,0
-0.8182837641063574,-0.9193481581784867,0
0.5790932944703073,-1.3725467170113208,1
-0.873830935651054,-1.3199517214793066,0
-1.9173753487597538,-0.255981496999809,0
-0.6806339625344587,-1.2453756178043478,0
0.8906845568474501,-0.43312944243019547,1
1.4177360448683893,1.1828022487145722,0
-1.3823254147260107,-1.3193474388729258,0
-0.733565791671374,-1.0874198747882895,0
0.365021234607692,-0.505105934505828,1
-0.7587393304232941,-1.2911760910976806,0
1.9143548036016327,1.3093696114602948,0
2.110995288206922,1.575887638552448,0
-1.5329393700993161,1.0591265761150925,1
0.3921544269900905,0.7849763354438668,0
0.4185541415224939,-0.6876510322526331,1
1.2867601462923073,-0.25797699128110363,1
0.895533668705086,1.5286859298013051,0
-1.38258519125735,-1.3700997155660184,0
